OrderID,ItemType,SalesChannel,OrderPriority,City,State,Type,UnitsSold,UnitCost,UnitSellPrice,TotalRevenue,TotalCost,TotalProfit
713696610,Cereal,Online,L,Mahbubnagar,Telangana,Municipality,7542,117.11,205.7,1551389.4,883243.62,668145.78
306220996,Vegetables,Online,C,Puri,Odisha,Municipality,6452,90.93,154.06,993995.12,586680.36,407314.76
157542073,Household,Offline,L,Robertson Pet,Karnataka,Urban Agglomeration,9055,502.54,668.27,6051184.85,4550499.7,1500685.15
686458671,Personal Care,Online,L,Erode,Tamil Nadu,Municipal Corporation / Corporation.,7230,56.67,81.73,590907.9,409724.1,181183.8
132082116,Office Supplies,Online,M,Batala,Punjab,Municipal Council,4888,524.96,651.21,3183114.48,2566004.48,617110
403836238,Clothes,Online,L,Haldwani-cum-Kathgodam,Uttarakhand,Nagar Palika Parishad,2972,35.84,109.28,324780.16,106516.48,218263.68
331457364,Household,Online,C,Vidisha,Madhya Pradesh,Municipality,4455,502.54,668.27,2977142.85,2238815.7,738327.15
614994323,Meat,Online,H,Saharsa,Bihar,Nagar Panchayat,9341,364.69,421.89,3940874.49,3406569.29,534305.2
674808442,Fruits,Offline,L,Thanesar,Haryana,Municipal Council,9669,6.92,9.33,90211.77,66909.48,23302.29
901573550,Baby Food,Offline,L,Chittoor,Andhra Pradesh,Municipal Corporation / Corporation.,4503,159.42,255.28,1149525.84,717868.26,431657.58
406275975,Clothes,Online,L,Veraval,Gujarat,Municipality,4944,35.84,109.28,540280.32,177192.96,363087.36
170214545,Vegetables,Online,C,Lakhimpur,Uttar Pradesh,Nagar Palika Parishad,9121,90.93,154.06,1405181.26,829372.53,575808.73
795000588,Personal Care,Offline,C,Sitapur,Uttar Pradesh,Municipal board,7196,56.67,81.73,588129.08,407797.32,180331.76
252557933,Fruits,Offline,C,Hindupur,Andhra Pradesh,Municipality,6360,6.92,9.33,59338.8,44011.2,15327.6
635122907,Baby Food,Offline,M,Santipur,West Bengal,Municipality,5837,159.42,255.28,1490069.36,930534.54,559534.82
505244338,Vegetables,Online,C,Balurghat,West Bengal,Municipality,1882,90.93,154.06,289940.92,171130.26,118810.66
745783555,Clothes,Offline,H,Ganjbasoda,Madhya Pradesh,Nagar Panchayat.,2782,35.84,109.28,304016.96,99706.88,204310.08
509914386,Snacks,Offline,M,Moga,Punjab,Municipal Council,3853,97.44,152.58,587890.74,375436.32,212454.42
371123158,Household,Online,M,Proddatur,Andhra Pradesh,Municipality,2445,502.54,668.27,1633920.15,1228710.3,405209.85
973208701,Household,Online,H,Srinagar,Uttarakhand,,2936,502.54,668.27,1962040.72,1475457.44,486583.28
780282342,Baby Food,Online,L,Medinipur,West Bengal,Municipality,1739,159.42,255.28,443931.92,277231.38,166700.54
126767909,Clothes,Online,H,Habra,West Bengal,Municipality,2296,35.84,109.28,250906.88,82288.64,168618.24
767401731,Baby Food,Online,M,Sasaram,Bihar,Nagar Panchayat,80,159.42,255.28,20422.4,12753.6,7668.8
927232635,Personal Care,Online,L,Hajipur,Bihar,Nagar Panchayat,7597,56.67,81.73,620902.81,430521.99,190380.82
251621949,Meat,Offline,M,Bhuj,Gujarat,Municipality,9381,364.69,421.89,3957750.09,3421156.89,536593.2
256243503,Office Supplies,Offline,H,Shivpuri,Madhya Pradesh,Municipality,7002,524.96,651.21,4559772.42,3675769.92,884002.5
277083623,Cosmetics,Offline,C,Ranaghat,West Bengal,Urban Agglomeration,4056,263.33,437.2,1773283.2,1068066.48,705216.72
620441138,Vegetables,Offline,L,Shimla,Himachal Pradesh,Urban Agglomeration,1175,90.93,154.06,181020.5,106842.75,74177.75
312927377,Office Supplies,Offline,M,Tiruvannamalai,Tamil Nadu,Municipality,1020,524.96,651.21,664234.2,535459.2,128775
251466166,Baby Food,Offline,L,Kaithal,Haryana,Municipal Council,3282,159.42,255.28,837828.96,523216.44,314612.52
953293836,Office Supplies,Online,H,Rajnandgaon,Chhattisgarh,Municipal Corporation / Corporation.,9685,524.96,651.21,6306968.85,5084237.6,1222731.25
305959212,Cereal,Online,C,Godhra,Gujarat,Municipality,8985,117.11,205.7,1848214.5,1052233.35,795981.15
317323625,Cereal,Online,L,Hazaribag,Jharkhand,Nagar Panchayat,1967,117.11,205.7,404611.9,230355.37,174256.53
365560901,Household,Offline,L,Bhimavaram,Andhra Pradesh,Municipality,6449,502.54,668.27,4309673.23,3240880.46,1068792.77
349157369,Baby Food,Online,M,Mandsaur,Madhya Pradesh,Municipality,2279,159.42,255.28,581783.12,363318.18,218464.94
236911857,Baby Food,Online,L,Dibrugarh,Assam,Municipal board,6338,159.42,255.28,1617964.64,1010403.96,607560.68
517935693,Personal Care,Offline,H,Kolar,Karnataka,City Municipal Council,7536,56.67,81.73,615917.28,427065.12,188852.16
851652705,Clothes,Offline,C,Bankura,West Bengal,Municipality,1816,35.84,109.28,198452.48,65085.44,133367.04
517799222,Cereal,Offline,M,Mandya,Karnataka,City Municipal Council,7151,117.11,205.7,1470960.7,837453.61,633507.09
666424071,Office Supplies,Offline,C,Dehri-on-Sone,Bihar,Nagar Panchayat,8547,524.96,651.21,5565891.87,4486833.12,1079058.75
267888581,Fruits,Offline,C,Madanapalle,Andhra Pradesh,Municipality,3039,6.92,9.33,28353.87,21029.88,7323.99
162866580,Vegetables,Online,L,Malerkotla,Punjab,Municipal Council,4695,90.93,154.06,723311.7,426916.35,296395.35
812344396,Beverages,Offline,H,Lalitpur,Uttar Pradesh,Nagar Palika Parishad,9614,31.79,47.45,456184.3,305629.06,150555.24
947620856,Meat,Online,M,Bettiah,Bihar,Nagar Panchayat,924,364.69,421.89,389826.36,336973.56,52852.8
720307290,Vegetables,Online,H,Pollachi,Tamil Nadu,Urban Agglomeration,3789,90.93,154.06,583733.34,344533.77,239199.57
352327525,Household,Online,H,Khanna,Punjab,Municipal Council,399,502.54,668.27,266639.73,200513.46,66126.27
585917890,Household,Online,C,Neemuch,Madhya Pradesh,Municipality,4979,502.54,668.27,3327316.33,2502146.66,825169.67
433627212,Meat,Offline,L,Palwal,Haryana,Municipal Council,8783,364.69,421.89,3705459.87,3203072.27,502387.6
328316819,Beverages,Online,C,Palanpur,Gujarat,Municipality,5098,31.79,47.45,241900.1,162065.42,79834.68
773160541,Cereal,Offline,C,Guntakal,Andhra Pradesh,Municipality,4240,117.11,205.7,872168,496546.4,375621.6
991644704,Household,Online,M,Nabadwip,West Bengal,Municipality,8559,502.54,668.27,5719722.93,4301239.86,1418483.07
277568137,Meat,Online,M,Udupi,Karnataka,City Municipal Council.,7435,364.69,421.89,3136752.15,2711470.15,425282
245042169,Fruits,Online,C,Jagdalpur,Chhattisgarh,Municipal Corporation / Corporation,2278,6.92,9.33,21253.74,15763.76,5489.98
778490626,Household,Online,M,Motihari,Bihar,Nagar Panchayat,1531,502.54,668.27,1023121.37,769388.74,253732.63
482649838,Baby Food,Online,C,Pilibhit,Uttar Pradesh,Municipal board,5668,159.42,255.28,1446927.04,903592.56,543334.48
732568633,Beverages,Online,L,Dimapur,Nagaland,Municipal Committee,2193,31.79,47.45,104057.85,69715.47,34342.38
723608338,Household,Online,M,Mohali,Punjab,Municipal Council,642,502.54,668.27,429029.34,322630.68,106398.66
621442782,Household,Offline,H,Sadulpur,Rajasthan,Municipality,7584,502.54,668.27,5068159.68,3811263.36,1256896.32
212058293,Baby Food,Offline,M,Rajapalayam,Tamil Nadu,Municipality,1616,159.42,255.28,412532.48,257622.72,154909.76
251753699,Snacks,Offline,L,Dharmavaram,Andhra Pradesh,Municipality,8369,97.44,152.58,1276942.02,815475.36,461466.66
217140328,Fruits,Online,M,Kashipur,Uttarakhand,Nagar Palika Parishad.,5503,6.92,9.33,51342.99,38080.76,13262.23
555142009,Vegetables,Online,C,Sivakasi,Tamil Nadu,Urban Agglomeration,7712,90.93,154.06,1188110.72,701252.16,486858.56
432995069,Clothes,Online,C,Darjiling,West Bengal,Municipality,1718,35.84,109.28,187743.04,61573.12,126169.92
888248336,Personal Care,Offline,H,Chikkamagaluru,Karnataka,City Municipal Council,1276,56.67,81.73,104287.48,72310.92,31976.56
778763139,Vegetables,Online,C,Gudivada,Andhra Pradesh,Municipality,2173,90.93,154.06,334772.38,197590.89,137181.49
832713305,Snacks,Offline,H,Baleshwar Town,Odisha,Municipality,7227,97.44,152.58,1102695.66,704198.88,398496.78
498585164,Household,Offline,M,Mancherial,Telangana,Urban Agglomeration,1285,502.54,668.27,858726.95,645763.9,212963.05
195177543,Fruits,Offline,M,Srikakulam,Andhra Pradesh,Urban Agglomeration,6227,6.92,9.33,58097.91,43090.84,15007.07
861601769,Cereal,Online,C,Adilabad,Telangana,Municipality,5965,117.11,205.7,1227000.5,698561.15,528439.35
807281672,Meat,Online,H,Yavatmal,Maharashtra,Municipal Council,1441,364.69,421.89,607943.49,525518.29,82425.2
661953580,Clothes,Offline,H,Barnala,Punjab,Municipal Council,5629,35.84,109.28,615137.12,201743.36,413393.76
225666320,Cosmetics,Online,M,Nagaon,Assam,Municipal board,8534,263.33,437.2,3731064.8,2247258.22,1483806.58
718781220,Household,Offline,L,Narasaraopet,Andhra Pradesh,Municipality,2191,502.54,668.27,1464179.57,1101065.14,363114.43
731972110,Office Supplies,Online,L,Raigarh,Chhattisgarh,Urban Agglomeration,5668,524.96,651.21,3691058.28,2975473.28,715585
276225316,Vegetables,Online,C,Roorkee,Uttarakhand,Urban Agglomeration,64,90.93,154.06,9859.84,5819.52,4040.32
332839667,Office Supplies,Offline,C,Valsad,Gujarat,Municipality,3509,524.96,651.21,2285095.89,1842084.64,443011.25
603426492,Vegetables,Online,C,Ambikapur,Chhattisgarh,Municipal Corporation / Corporation.,6163,90.93,154.06,949471.78,560401.59,389070.19
859909617,Beverages,Offline,H,Giridih,Jharkhand,Town Panchayat,5220,31.79,47.45,247689,165943.8,81745.2
494525372,Household,Online,L,Chandausi,Uttar Pradesh,Nagar Palika Parishad,9902,502.54,668.27,6617209.54,4976151.08,1641058.46
769822585,Vegetables,Online,M,Purulia,West Bengal,Municipality,6465,90.93,154.06,995997.9,587862.45,408135.45
768662583,Vegetables,Offline,C,Patan,Gujarat,Urban Agglomeration,3195,90.93,154.06,492221.7,290521.35,201700.35
544219195,Cereal,Online,M,Bagaha,Bihar,Nagar Panchayat,5409,117.11,205.7,1112631.3,633447.99,479183.31
669978749,Beverages,Offline,L,Hardoi ,Uttar Pradesh,Municipality,455,31.79,47.45,21589.75,14464.45,7125.3
889740073,Cosmetics,Offline,L,Achalpur,Maharashtra,Municipal Council,2715,263.33,437.2,1186998,714940.95,472057.05
567614495,Beverages,Online,M,Osmanabad,Maharashtra,Municipal Council,8598,31.79,47.45,407975.1,273330.42,134644.68
938025844,Vegetables,Offline,M,Deesa,Gujarat,,1547,90.93,154.06,238330.82,140668.71,97662.11
155710446,Vegetables,Online,C,Nandurbar,Maharashtra,Municipal Council,7036,90.93,154.06,1083966.16,639783.48,444182.68
945717132,Baby Food,Online,L,Azamgarh,Uttar Pradesh,P.,7570,159.42,255.28,1932469.6,1206809.4,725660.2
253407227,Cosmetics,Offline,C,Ramgarh,Jharkhand,Urban Agglomeration,7685,263.33,437.2,3359882,2023691.05,1336190.95
494454562,Household,Offline,H,Firozpur,Punjab,Municipal Council,8948,502.54,668.27,5979679.96,4496727.92,1482952.04
104845464,Cereal,Online,M,Baripada Town,Odisha,Municipality,4957,117.11,205.7,1019654.9,580514.27,439140.63
290878760,Cosmetics,Online,M,Karwar,Karnataka,City Municipal Council,6344,263.33,437.2,2773596.8,1670565.52,1103031.28
979165780,Office Supplies,Offline,C,Siwan,Bihar,Municipality,5768,524.96,651.21,3756179.28,3027969.28,728210
366630351,Office Supplies,Offline,C,Rajampet,Andhra Pradesh,Municipality,2923,524.96,651.21,1903486.83,1534458.08,369028.75
770508801,Office Supplies,Online,C,Pudukkottai,Tamil Nadu,Municipality,9532,524.96,651.21,6207333.72,5003918.72,1203415
978349959,Beverages,Offline,M,Anantnag,Jammu and Kashmir,Municipal Council,4349,31.79,47.45,206360.05,138254.71,68105.34
298015153,Beverages,Offline,L,Tadpatri,Andhra Pradesh,Municipality,8161,31.79,47.45,387239.45,259438.19,127801.26
807678210,Snacks,Online,M,Satara,Maharashtra,Municipal Council,8786,97.44,152.58,1340567.88,856107.84,484460.04
605825459,Personal Care,Offline,C,Bhadrak,Odisha,Municipality,6071,56.67,81.73,496182.83,344043.57,152139.26
561255729,Fruits,Online,C,Kishanganj,Bihar,Nagar Panchayat,6897,6.92,9.33,64349.01,47727.24,16621.77
263080346,Clothes,Online,H,Suryapet,Telangana,Urban Agglomeration,175,35.84,109.28,19124,6272,12852
270723140,Cereal,Offline,C,Wardha,Maharashtra,Municipal Council,1848,117.11,205.7,380133.6,216419.28,163714.32
763920438,Clothes,Offline,H,Ranebennuru,Karnataka,City Municipal Council,9888,35.84,109.28,1080560.64,354385.92,726174.72
192721068,Household,Online,L,Amreli,Gujarat,Municipality,9302,502.54,668.27,6216247.54,4674627.08,1541620.46
227486360,Fruits,Offline,L,Neyveli (TS),Tamil Nadu,Census town,7124,6.92,9.33,66466.92,49298.08,17168.84
808890140,Vegetables,Online,M,Jamalpur,Bihar,Nagar Panchayat,7422,90.93,154.06,1143433.32,674882.46,468550.86
597918736,Cosmetics,Offline,C,Marmagao,Goa,Urban Agglomeration,6296,263.33,437.2,2752611.2,1657925.68,1094685.52
125870978,Cosmetics,Online,H,Udgir,Maharashtra,Municipal Council,6874,263.33,437.2,3005312.8,1810130.42,1195182.38
444358193,Household,Online,H,Tadepalligudem,Andhra Pradesh,Municipality,4319,502.54,668.27,2886258.13,2170470.26,715787.87
875304210,Beverages,Online,C,Nagapattinam,Tamil Nadu,Municipality,822,31.79,47.45,39003.9,26131.38,12872.52
360945355,Baby Food,Offline,C,Buxar,Bihar,Nagar Panchayat,607,159.42,255.28,154954.96,96767.94,58187.02
613830459,Cereal,Offline,C,Aurangabad,Maharashtra,Municipal Corporation / Corporation.,4928,117.11,205.7,1013689.6,577118.08,436571.52
266820847,Cereal,Offline,H,Jehanabad,Bihar,Nagar Panchayat,7073,117.11,205.7,1454916.1,828319.03,626597.07
723090350,Baby Food,Offline,M,Phagwara,Punjab,Urban Agglomeration,7358,159.42,255.28,1878350.24,1173012.36,705337.88
306125295,Meat,Offline,M,Khair,Uttar Pradesh,Nagar Palika Parishad,8132,364.69,421.89,3430809.48,2965659.08,465150.4
109724509,Personal Care,Online,L,Sawai Madhopur,Rajasthan,Urban Agglomeration,8775,56.67,81.73,717180.75,497279.25,219901.5
847999322,Clothes,Offline,M,Kapurthala,Punjab,Municipal Council,699,35.84,109.28,76386.72,25052.16,51334.56
605373561,Clothes,Online,H,Chilakaluripet,Andhra Pradesh,Municipality,2344,35.84,109.28,256152.32,84008.96,172143.36
686583554,Beverages,Online,H,Aurangabad,Bihar,Nagar Panchayat.,4186,31.79,47.45,198625.7,133072.94,65552.76
666678130,Beverages,Offline,M,Malappuram,Kerala,Municipality,3729,31.79,47.45,176941.05,118544.91,58396.14
641018617,Baby Food,Online,M,Rewari,Haryana,Municipal Council,508,159.42,255.28,129682.24,80985.36,48696.88
775278842,Meat,Online,C,Nagaur,Rajasthan,Municipality,1093,364.69,421.89,461125.77,398606.17,62519.6
855445134,Meat,Offline,M,Sultanpur,Uttar Pradesh,Municipal board,4080,364.69,421.89,1721311.2,1487935.2,233376
737816321,Vegetables,Online,H,Nagda,Madhya Pradesh,Municipality,5100,90.93,154.06,785706,463743,321963
799003732,Beverages,Online,L,Port Blair,Andaman and Nicobar Islands,Municipal Council,1815,31.79,47.45,86121.75,57698.85,28422.9
585931193,Vegetables,Online,L,Lakhisarai,Bihar,Nagar Panchayat,8916,90.93,154.06,1373598.96,810731.88,562867.08
165835034,Vegetables,Online,M,Panaji,Goa,Urban Agglomeration,3127,90.93,154.06,481745.62,284338.11,197407.51
576264083,Baby Food,Offline,H,Tinsukia,Assam,Municipal board.,8203,159.42,255.28,2094061.84,1307722.26,786339.58
675079667,Clothes,Offline,L,Itarsi,Madhya Pradesh,Municipality,9930,35.84,109.28,1085150.4,355891.2,729259.2
290455615,Personal Care,Online,L,Kohima,Nagaland,Municipal Committee,1126,56.67,81.73,92027.98,63810.42,28217.56
670878255,Snacks,Offline,L,Balangir,Odisha,Municipality,6639,97.44,152.58,1012978.62,646904.16,366074.46
435146415,Cereal,Online,M,Nawada,Bihar,Nagar Parishad,8349,117.11,205.7,1717389.3,977751.39,739637.91
522371423,Snacks,Online,C,Jharsuguda,Odisha,Municipality,167,97.44,152.58,25480.86,16272.48,9208.38
141977107,Office Supplies,Online,L,Jagtial,Telangana,Municipality,3036,524.96,651.21,1977073.56,1593778.56,383295
823699796,Baby Food,Offline,L,Viluppuram,Tamil Nadu,Municipality,9929,159.42,255.28,2534675.12,1582881.18,951793.94
567588317,Beverages,Offline,L,Amalner,Maharashtra,Municipal Council,851,31.79,47.45,40379.95,27053.29,13326.66
594003999,Fruits,Offline,H,Zirakpur,Punjab,Municipal Council,7838,6.92,9.33,73128.54,54238.96,18889.58
393620669,Baby Food,Offline,H,Tanda,Uttar Pradesh,Municipal board,9958,159.42,255.28,2542078.24,1587504.36,954573.88
877424657,Cosmetics,Offline,H,Tiruchengode,Tamil Nadu,Municipality,8309,263.33,437.2,3632694.8,2188008.97,1444685.83
326714789,Household,Offline,M,Nagina,Uttar Pradesh,Nagar Palika Parishad,1021,502.54,668.27,682303.67,513093.34,169210.33
243102395,Fruits,Offline,M,Yemmiganur,Andhra Pradesh,Municipality,8256,6.92,9.33,77028.48,57131.52,19896.96
398511302,Household,Offline,L,Vaniyambadi,Tamil Nadu,Municipality,7205,502.54,668.27,4814885.35,3620800.7,1194084.65
185177838,Personal Care,Offline,M,Sarni,Madhya Pradesh,Municipality,7092,56.67,81.73,579629.16,401903.64,177725.52
865650832,Personal Care,Offline,H,Theni Allinagaram,Tamil Nadu,Municipality,4173,56.67,81.73,341059.29,236483.91,104575.38
622791612,Cereal,Offline,C,Margao,Goa,Urban Agglomeration,6733,117.11,205.7,1384978.1,788501.63,596476.47
409774005,Personal Care,Online,L,Akot,Maharashtra,Municipal Council,89,56.67,81.73,7273.97,5043.63,2230.34
800084340,Office Supplies,Online,H,Sehore,Madhya Pradesh,Urban Agglomeration,1591,524.96,651.21,1036075.11,835211.36,200863.75
637521445,Snacks,Offline,M,Mhow Cantonment,Madhya Pradesh,Urban Agglomeration,5618,97.44,152.58,857194.44,547417.92,309776.52
186196649,Beverages,Online,L,Kot Kapura,Punjab,Municipal Council,8581,31.79,47.45,407168.45,272789.99,134378.46
680533778,Baby Food,Offline,L,Makrana,Rajasthan,Urban Agglomeration,3923,159.42,255.28,1001463.44,625404.66,376058.78
275269162,Beverages,Online,L,Pandharpur,Maharashtra,Municipal Council,7117,31.79,47.45,337701.65,226249.43,111452.22
795451629,Household,Online,C,Miryalaguda,Telangana,Urban Agglomeration,668,502.54,668.27,446404.36,335696.72,110707.64
986442506,Cereal,Offline,M,Shamli,Uttar Pradesh,Municipal board,9113,117.11,205.7,1874544.1,1067223.43,807320.67
563915622,Cereal,Offline,M,Seoni,Madhya Pradesh,Municipality,4019,117.11,205.7,826708.3,470665.09,356043.21
663857305,Cosmetics,Offline,C,Ranibennur,Karnataka,City Municipal Council,8984,263.33,437.2,3927804.8,2365756.72,1562048.08
692566382,Fruits,Online,L,Kadiri,Andhra Pradesh,Municipality,4638,6.92,9.33,43272.54,32094.96,11177.58
576654183,Household,Offline,L,Shrirampur,Maharashtra,Urban Agglomeration,3642,502.54,668.27,2433839.34,1830250.68,603588.66
313044536,Baby Food,Offline,H,Rudrapur,Uttarakhand,Municipal board,5689,159.42,255.28,1452287.92,906940.38,545347.54
418973767,Personal Care,Offline,C,Parli,Maharashtra,Municipal Council,2503,56.67,81.73,204570.19,141845.01,62725.18
581990706,Beverages,Online,C,Najibabad,Uttar Pradesh,Municipal board,2838,31.79,47.45,134663.1,90220.02,44443.08
109956681,Baby Food,Online,H,Nirmal,Telangana,Municipality,7480,159.42,255.28,1909494.4,1192461.6,717032.8
181045520,Cereal,Online,L,Udhagamandalam,Tamil Nadu,Municipality,4247,117.11,205.7,873607.9,497366.17,376241.73
693743550,Vegetables,Online,C,Shikohabad,Uttar Pradesh,Municipal board,2988,90.93,154.06,460331.28,271698.84,188632.44
716849601,Clothes,Offline,L,Jhumri Tilaiya,Jharkhand,Nagar Panchayat,582,35.84,109.28,63600.96,20858.88,42742.08
739474999,Cosmetics,Online,L,Aruppukkottai,Tamil Nadu,Municipality,5940,263.33,437.2,2596968,1564180.2,1032787.8
421043574,Personal Care,Online,M,Ponnani,Kerala,Municipality,5005,56.67,81.73,409058.65,283633.35,125425.3
841291654,Personal Care,Online,M,Jamui,Bihar,Nagar Panchayat,5751,56.67,81.73,470029.23,325909.17,144120.06
450268065,Cereal,Offline,L,Sitamarhi,Bihar,Urban Agglomeration,3181,117.11,205.7,654331.7,372526.91,281804.79
918334138,Meat,Online,L,Chirala,Andhra Pradesh,Municipality,4334,364.69,421.89,1828471.26,1580566.46,247904.8
386163699,Meat,Offline,M,Anjar,Gujarat,Municipality,3275,364.69,421.89,1381689.75,1194359.75,187330
214743077,Personal Care,Offline,C,Karaikal,Puducherry,Municipality,6103,56.67,81.73,498798.19,345857.01,152941.18
935371100,Baby Food,Online,M,Hansi,Haryana,Municipal Council,5949,159.42,255.28,1518660.72,948389.58,570271.14
899659097,Cosmetics,Offline,H,Anakapalle,Andhra Pradesh,Municipality,7974,263.33,437.2,3486232.8,2099793.42,1386439.38
329530894,Vegetables,Online,H,Mahasamund,Chhattisgarh,Municipality,4369,90.93,154.06,673088.14,397273.17,275814.97
867222821,Meat,Online,H,Faridkot,Punjab,Municipal Council,9359,364.69,421.89,3948468.51,3413133.71,535334.8
625283706,Beverages,Online,M,Saunda,Jharkhand,Census town,4199,31.79,47.45,199242.55,133486.21,65756.34
936574876,Office Supplies,Offline,C,Dhoraji,Gujarat,Municipality,2173,524.96,651.21,1415079.33,1140738.08,274341.25
504270160,Cereal,Offline,M,Paramakudi,Tamil Nadu,Municipality,3601,117.11,205.7,740725.7,421713.11,319012.59
351855885,Personal Care,Offline,M,Balaghat,Madhya Pradesh,Municipality,830,56.67,81.73,67835.9,47036.1,20799.8
673130881,Snacks,Online,H,Sujangarh,Rajasthan,Municipality,3241,97.44,152.58,494511.78,315803.04,178708.74
382206475,Office Supplies,Offline,H,Khambhat,Gujarat,Municipality,2244,524.96,651.21,1461315.24,1178010.24,283305
263506495,Cereal,Online,H,Muktsar,Punjab,Municipal Council,6283,117.11,205.7,1292413.1,735802.13,556610.97
721767270,Cereal,Offline,L,Rajpura,Punjab,Municipal Council,5829,117.11,205.7,1199025.3,682634.19,516391.11
432037627,Cosmetics,Online,M,Kavali,Andhra Pradesh,Municipality,8390,263.33,437.2,3668108,2209338.7,1458769.3
389678895,Meat,Offline,C,Dhamtari,Chhattisgarh,Municipality,3499,364.69,421.89,1476193.11,1276050.31,200142.8
760364902,Meat,Online,L,Ashok Nagar,Madhya Pradesh,Municipality,7726,364.69,421.89,3259522.14,2817594.94,441927.2
430081975,Fruits,Offline,C,Sardarshahar,Rajasthan,Municipality,9669,6.92,9.33,90211.77,66909.48,23302.29
155128943,Baby Food,Online,H,Mahuva,Gujarat,Urban Agglomeration,4957,159.42,255.28,1265422.96,790244.94,475178.02
312117135,Clothes,Offline,H,Bargarh,Odisha,Municipality,1251,35.84,109.28,136709.28,44835.84,91873.44
447970378,Meat,Offline,L,Kamareddy,Telangana,Municipality,3245,364.69,421.89,1369033.05,1183419.05,185614
629925000,Cosmetics,Offline,C,Sahibganj,Jharkhand,Municipality,7661,263.33,437.2,3349389.2,2017371.13,1332018.07
995529830,Personal Care,Offline,L,Kothagudem,Telangana,Municipality,8254,56.67,81.73,674599.42,467754.18,206845.24
402646195,Office Supplies,Online,L,Ramanagaram,Karnataka,City Municipal Council,812,524.96,651.21,528782.52,426267.52,102515
479447925,Meat,Offline,M,Gokak,Karnataka,City Municipal Council,8150,364.69,421.89,3438403.5,2972223.5,466180
674421346,Cosmetics,Offline,H,Tikamgarh,Madhya Pradesh,Municipality,5118,263.33,437.2,2237589.6,1347722.94,889866.66
506365287,Cosmetics,Online,L,Araria,Bihar,Nagar Panchayat.,3596,263.33,437.2,1572171.2,946934.68,625236.52
914391076,Clothes,Online,C,Rishikesh,Uttarakhand,Urban Agglomeration,7494,35.84,109.28,818944.32,268584.96,550359.36
207922542,Meat,Online,L,Shahdol,Madhya Pradesh,Municipality,7755,364.69,421.89,3271756.95,2828170.95,443586
816696012,Office Supplies,Offline,M,Medininagar (Daltonganj),Jharkhand,Nagar Parishad,7353,524.96,651.21,4788347.13,3860030.88,928316.25
740760314,Beverages,Offline,L,Arakkonam,Tamil Nadu,Municipality,6293,31.79,47.45,298602.85,200054.47,98548.38
300476777,Baby Food,Online,C,Washim,Maharashtra,Municipal Council,6610,159.42,255.28,1687400.8,1053766.2,633634.6
786519229,Snacks,Online,L,Sangrur,Punjab,Municipal Council,7373,97.44,152.58,1124972.34,718425.12,406547.22
409873998,Cosmetics,Offline,C,Bodhan,Telangana,Municipality,9679,263.33,437.2,4231658.8,2548771.07,1682887.73
151839911,Cosmetics,Offline,H,Fazilka,Punjab,Municipal Council,1659,263.33,437.2,725314.8,436864.47,288450.33
614028298,Vegetables,Online,H,Palacole,Andhra Pradesh,Urban Agglomeration,3473,90.93,154.06,535050.38,315799.89,219250.49
668362987,Household,Offline,L,Keshod,Gujarat,Municipality,2315,502.54,668.27,1547045.05,1163380.1,383664.95
607080304,Household,Online,M,Sullurpeta,Andhra Pradesh,Municipality,7408,502.54,668.27,4950544.16,3722816.32,1227727.84
792729079,Baby Food,Online,M,Wadhwan,Gujarat,Municipality,5006,159.42,255.28,1277931.68,798056.52,479875.16
308170640,Baby Food,Offline,M,Gurdaspur,Punjab,Municipal Council,3395,159.42,255.28,866675.6,541230.9,325444.7
106578814,Vegetables,Online,H,Vatakara,Kerala,Municipality,7894,90.93,154.06,1216149.64,717801.42,498348.22
761439931,Cereal,Online,H,Tura,Meghalaya,Municipality,5851,117.11,205.7,1203550.7,685210.61,518340.09
216552817,Household,Online,L,Narnaul,Haryana,Municipal Council,1646,502.54,668.27,1099972.42,827180.84,272791.58
536028802,Fruits,Online,H,Kharar,Punjab,Municipal Council,1689,6.92,9.33,15758.37,11687.88,4070.49
254291713,Beverages,Online,L,Yadgir,Karnataka,City Municipal Council,9424,31.79,47.45,447168.8,299588.96,147579.84
226077878,Personal Care,Online,C,Ambejogai,Maharashtra,Municipal Council,323,56.67,81.73,26398.79,18304.41,8094.38
476436126,Office Supplies,Offline,M,Ankleshwar,Gujarat,Municipality,6892,524.96,651.21,4488139.32,3618024.32,870115
650727784,Cosmetics,Offline,L,Savarkundla,Gujarat,Municipality,3667,263.33,437.2,1603212.4,965631.11,637581.29
464626681,Household,Offline,C,Paradip,Odisha,Notified area committee / Notified Area Council,2215,502.54,668.27,1480218.05,1113126.1,367091.95
154119145,Meat,Offline,C,Virudhachalam,Tamil Nadu,Municipality,6135,364.69,421.89,2588295.15,2237373.15,350922
925504004,Meat,Online,M,Kanhangad,Kerala,Municipality,6057,364.69,421.89,2555387.73,2208927.33,346460.4
905392587,Cereal,Offline,L,Kadi,Gujarat,Municipality,4641,117.11,205.7,954653.7,543507.51,411146.19
990708720,Snacks,Online,C,Srivilliputhur,Tamil Nadu,Municipality,1581,97.44,152.58,241228.98,154052.64,87176.34
798688733,Baby Food,Online,M,Gobindgarh,Punjab,Municipal Council,8600,159.42,255.28,2195408,1371012,824396
916881453,Cereal,Offline,C,Tindivanam,Tamil Nadu,Municipality,4452,117.11,205.7,915776.4,521373.72,394402.68
